movieId,mean
1,3.8935076093890357
2,3.2781786884703235
3,3.1712705436156763
4,2.8683949801849407
5,3.0769571546104677
6,3.862166405023548
7,3.372339061297769
8,3.1180555555555554
9,3.0031777339469645
10,3.4348348692118367
11,3.6587677725118484
12,2.683881230116649
13,3.3617208077260754
14,3.4287465743545362
15,2.7348414896891353
16,3.829663212435233
17,3.9458967046894804
18,3.4201555023923444
19,2.668061707079048
20,2.8901697757283586
21,3.56551961196196
22,3.298683055311677
23,3.161536953538522
24,3.174351585014409
25,3.664656188605108
26,3.604309500489716
27,3.42091705306543
28,4.038318558764655
29,3.9119195787458114
30,3.6397966594045026
31,3.235021132012928
32,3.896593001841621
33,3.06
34,3.594554087750013
35,3.4936948297604036
36,3.9239437774044177
37,2.960674157303371
38,2.942643391521197
39,3.4305581805581804
40,3.6503164556962027
41,3.8429792192658767
42,3.051104455260202
43,3.4656389301634474
44,2.643615088305836
45,3.3734298060496433
46,3.264033264033264
47,4.087747083726739
48,2.978704020043275
49,3.550724637681159
50,4.267865227113715
52,3.5298387096774193
53,3.677710843373494
54,2.832437275985663
55,3.230182926829268
57,3.3182707355242567
58,3.9639141022802744
59,3.5985576923076925
60,3.064891846921797
61,3.3272292993630574
62,3.7409583333333334
63,3.130197682344922
64,2.835374149659864
65,2.3978181212524983
66,2.158317399617591
67,3.342391304347826
68,3.45533033033033
69,3.5506576608602916
70,3.339953667081026
71,2.348310567936736
72,3.4774305555555554
73,3.796403712296984
74,3.2968426501035197
75,2.448445171849427
76,3.025286757038582
77,3.4393939393939394
78,3.1681887366818873
79,3.1557082617523036
80,3.7307073954983925
81,3.264279624893436
82,4.014135556361
83,3.6491085899513775
85,3.5387447405329593
86,3.4840025767661587
87,2.4164502164502166
88,3.1290348612007746
89,3.128964941569282
92,2.8486183420104125
93,2.5024379432624113
94,3.5282555282555284
95,3.1049476113023413
96,3.68546845124283
97,4.010626552580734
98,2.6649484536082473
99,3.1114690721649483
100,3.230375806092951
101,3.75595567867036
102,2.422809457579972
103,3.266966475878986
104,3.3986451066575265
105,3.3358692833059567
106,3.407142857142857
107,3.201210015574458
110,3.9961662738035333
111,4.081329543417582
112,3.3975060161890176
113,3.122859589041096
114,3.635135135135135
115,3.3839285714285716
116,3.9002835538752363
117,3.588502269288956
118,3.0063344594594597
119,2.793040293040293
120,2.8859649122807016
121,3.731609195402299
122,2.8569201247301512
123,4.004887320119468
124,3.487142857142857
125,3.7341755319148935
126,2.336792452830189
127,3.2545454545454544
128,3.4876543209876543
129,3.1666666666666665
130,3.2450980392156863
131,3.309045226130653
132,2.7717439293598236
134,3.641025641025641
135,3.00195929718114
136,3.581818181818182
137,3.3016528925619837
138,3.286184210526316
140,3.3076381555790215
141,3.5241097922848663
144,3.4633835703672258
145,3.284705672068637
146,2.8887147335423196
147,3.6062037037037036
148,2.9
149,3.6782978723404254
150,3.889685065817885
151,3.5205499276411
152,3.113031914893617
153,2.890055427943673
154,3.7968088110703193
155,3.3975993998499625
156,3.5306696679797414
157,2.7957102672292544
158,2.888674582605027
159,3.414739317914543
160,2.6070793748084586
161,3.7485005851375073
162,3.9827611719443623
163,3.434162520729685
164,3.4590581247348324
165,3.516452833671774
166,2.9016990291262137
167,3.1802325581395348
168,3.0618820684259194
169,2.2885824866956943
170,3.2267297162767545
171,3.594804318488529
172,2.762810248198559
173,2.5548414023372286
174,2.447019867549669
175,3.5259464751958225
176,3.8427685149282667
177,2.892006459426726
178,3.3759469696969697
179,2.7463149728471685
180,3.564365492008473
181,1.9955470737913485
182,3.0794198895027622
183,3.3483920367534457
184,3.105849582172702
185,3.1169326856349757
186,2.866397219913878
187,3.450098814229249
188,3.32548526240115
